Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Latitude;Longitude
Copacabana;3;1;1;150;5000.0;1800.0;0.0;-22.969774713928018;-43.18578210913808
Recreio dos Bandeirantes;2;1;2;74;2300.0;1350.0;0.0;-23.021270520988157;-43.46563119127425
Copacabana;4;1;4;430;14000.0;3100.0;800.0;-22.967880670336424;-43.18852739604774
Del Castilho;2;1;1;51;1600.0;472.0;29.0;-22.878313196224116;-43.27407554474171
Leblon;4;3;1;170;10000.0;3076.0;550.0;-22.9792717224553;-43.227377009699026
Ipanema;3;0;0;85;3600.0;950.0;145.0;-22.980561403676923;-43.2033073937241
Pechincha;2;1;0;58;1250.0;445.0;58.0;-22.92737878626853;-43.35673722297286
Leblon;4;2;1;215;12000.0;2545.0;670.0;-22.97986780755856;-43.228290773042374
Leblon;2;3;1;75;4200.0;819.0;209.0;-22.983917375878814;-43.22374460924299
Ipanema;5;2;2;302;16000.0;2100.0;0.0;-22.97983094487164;-43.20402071841356
Méier;2;1;0;76;1200.0;858.0;75.0;-22.901487838088464;-43.28197661794718
Recreio dos Bandeirantes;2;2;1;100;2200.0;580.0;0.0;-23.0206273160018;-43.465983481570305
Recreio dos Bandeirantes;3;0;1;200;3000.0;1170.0;300.0;-23.016903502736636;-43.463942166341745
Leme;2;1;0;82;3500.0;1128.0;26.0;-22.95821204587468;-43.16532751458191
Barra da Tijuca;3;2;1;126;3000.0;1500.0;233.0;-23.000721163969555;-43.36321706352507
Freguesia (Jacarepaguá);3;3;2;230;2500.0;1888.0;4400.0;-22.941634251427946;-43.33853408594134
Ipanema;3;3;1;306;17900.0;3200.0;12271.0;-22.97951020662608;-43.20027704050253
Gávea;3;1;0;87;3400.0;1250.0;120.0;-22.983140390323662;-43.23464854210099
Copacabana;3;0;0;107;3200.0;600.0;150.0;-22.976104100203933;-43.18819304798729
Recreio dos Bandeirantes;2;1;1;90;1700.0;880.0;177.0;-23.018334400403322;-43.464177392674294
Engenho de Dentro;1;1;0;50;800.0;250.0;0.0;-22.904069630012046;-43.29543739852422
Barra da Tijuca;4;3;4;292;10000.0;3800.0;8000.0;-22.9987290931322;-43.367934480677896
Tijuca;3;1;1;80;2200.0;700.0;200.0;-22.92533396339189;-43.23310738563733
Copacabana;3;0;1;124;3500.0;860.0;0.0;-22.97237875093499;-43.180930660113034
Barra da Tijuca;3;2;1;106;3400.0;1630.0;280.0;-22.995527022679735;-43.36672757172167
Barra da Tijuca;4;3;3;247;14000.0;4400.0;1000.0;-22.99710933539039;-43.3627387031359
Recreio dos Bandeirantes;2;1;1;77;1500.0;770.0;100.0;-23.02041942319796;-43.46070389329769
Recreio dos Bandeirantes;2;1;1;73;1300.0;926.0;0.0;-23.014289870989455;-43.466955841461264
Jardim Botânico;2;0;0;70;2300.0;812.0;147.0;-22.96364585682905;-43.22221580999256
Olaria;2;0;0;62;700.0;230.0;0.0;-22.846816859700684;-43.2732250377069
Copacabana;3;1;0;160;3300.0;1741.0;0.0;-22.972277142747817;-43.18251294344628
Barra da Tijuca;2;1;1;50;1700.0;484.0;38.0;-23.0028883502342;-43.366069015422696
São Cristóvão;2;0;0;60;1500.0;660.0;0.0;-22.895117956779124;-43.21880767656054
Barra da Tijuca;2;1;1;80;3500.0;1100.0;0.0;-22.998626243798345;-43.365474494047426
Glória;1;0;0;52;1700.0;560.0;0.0;-22.916843617110075;-43.174028769698985
Recreio dos Bandeirantes;3;3;1;190;4500.0;1150.0;570.0;-23.020282289604182;-43.461077434757705
Copacabana;3;0;1;100;4500.0;750.0;300.0;-22.973879660416323;-43.188372325337866
Higienópolis;2;1;0;88;1100.0;400.0;44.0;-22.8713009344162;-43.26231236456859
Barra da Tijuca;1;2;1;90;3200.0;982.0;316.0;-23.004100068403233;-43.36979473163382
Copacabana;2;0;0;75;2000.0;677.0;131.0;-22.976105422154934;-43.18252710974323
Tijuca;3;1;1;80;1900.0;982.0;113.0;-22.92668794431108;-43.2345272309854
Tijuca;2;1;0;72;2100.0;875.0;120.0;-22.923897455437046;-43.23161325393138
Tijuca;2;1;1;86;2500.0;714.0;0.0;-22.928756360459754;-43.23262058639624
Méier;1;1;0;54;1300.0;900.0;14.0;-22.90347760649319;-43.279586905076044
Tijuca;2;1;0;68;1300.0;822.0;0.0;-22.9253621945432;-43.23382611919215
Barra da Tijuca;4;3;2;256;11500.0;4068.0;497.0;-22.998298120165646;-43.36731014535751
Barra da Tijuca;4;4;4;492;7000.0;6000.0;1040.0;-23.00423462459715;-43.36755796884562
Leme;2;0;0;80;5000.0;943.0;290.0;-22.963941098833626;-43.1639037736877
Ipanema;2;1;0;67;2200.0;1600.0;148.0;-22.985303735880112;-43.20599715614215
Barra da Tijuca;2;1;1;70;2000.0;1295.0;190.0;-23.001691010167775;-43.36212206925357
Gávea;1;0;0;45;2180.0;500.0;120.0;-22.9781932051068;-43.24133727386653
Leblon;4;2;4;200;9500.0;2713.0;1153.0;-22.981972866009443;-43.22177497045098
Barra da Tijuca;2;1;1;65;3000.0;790.0;213.0;-22.997320431595778;-43.36436694204384
Leblon;3;3;1;166;8500.0;3500.0;680.0;-22.986565466862018;-43.227881414712286
São Conrado;4;4;4;450;21000.0;5800.0;0.0;-22.995085168812267;-43.27077731155281
Barra da Tijuca;2;2;1;115;9000.0;2470.0;4500.0;-23.001804379943962;-43.36204962532661
Leblon;2;0;1;55;3500.0;1245.0;142.0;-22.978997571695334;-43.221231768199736
Gávea;4;2;1;178;5800.0;1462.0;409.0;-22.9841537532814;-43.23811469582015
Riachuelo;3;0;0;99;980.0;425.0;13.0;-22.9019282764719;-43.2548123496247
Barra da Tijuca;5;4;5;1100;24000.0;8465.0;5529.0;-23.003513938555077;-43.36659777846094
Barra da Tijuca;3;2;1;106;2250.0;1772.0;2520.0;-23.002270680111067;-43.3701193673978
Benfica;2;1;0;55;1000.0;283.0;13.0;-22.892537900089888;-43.23651306533369
Recreio dos Bandeirantes;3;1;1;78;1500.0;770.0;108.0;-23.01982340985875;-43.46039447003498
Grajaú;1;0;0;40;1000.0;460.0;25.0;-22.919716318201953;-43.26349342518749
Vicente de Carvalho;2;1;0;50;1100.0;300.0;0.0;-22.85594699816149;-43.316778180514525
Ipanema;3;1;1;160;7800.0;2600.0;461.0;-22.984652630411517;-43.198415217773125
Ipanema;3;1;1;120;4700.0;1400.0;0.0;-22.97975353866452;-43.20126481414462
Oswaldo Cruz;2;0;0;50;650.0;60.0;0.0;-22.874143351730165;-43.34784338140071
Laranjeiras;2;1;1;82;2800.0;954.0;104.0;-22.93646595179895;-43.19073607193738
Leblon;2;1;1;108;5000.0;2000.0;530.0;-22.985242596102424;-43.22495208623366
Copacabana;1;0;0;44;1500.0;531.0;25.0;-22.97367737779403;-43.18739282806322
Tijuca;2;1;1;80;2000.0;500.0;94.0;-22.924159931495268;-43.230982388515365
Leblon;1;0;0;45;3000.0;570.0;130.0;-22.981850491100392;-43.22467205904607
Leblon;3;1;1;125;8000.0;1900.0;0.0;-22.985058480879836;-43.22688657372531
Barra da Tijuca;4;2;4;378;10000.0;2800.0;21000.0;-22.99903689324527;-43.36254204504793
Barra da Tijuca;2;2;2;220;3500.0;1980.0;10.0;-22.99809050934689;-43.36753785291869
Copacabana;1;0;0;21;1400.0;439.0;25.0;-22.97467844001816;-43.18839959587081
Barra da Tijuca;3;3;2;240;9500.0;3526.0;1502.0;-23.00301918323386;-43.36977971781122
Ipanema;2;0;1;95;7000.0;2432.0;365.0;-22.983467146075174;-43.20473432638503
Leme;4;1;2;310;12000.0;2500.0;460.0;-22.963494439607615;-43.16533359394334
Copacabana;2;0;0;85;2500.0;1117.0;166.0;-22.97570361865607;-43.18146927837677
Méier;1;1;0;55;800.0;400.0;17.0;-22.901130014189302;-43.27934575368815
Barra da Tijuca;2;1;1;95;2500.0;1090.0;278.0;-22.998585530554212;-43.36268947052948
Tijuca;2;1;1;70;2500.0;769.0;0.0;-22.92432262391748;-43.23307405588993
Botafogo;2;1;0;96;2980.0;695.0;179.0;-22.952625906505787;-43.18366287554682
Tijuca;2;1;1;100;3100.0;700.0;0.0;-22.921351806687923;-43.230424779387775
Copacabana;2;0;0;80;2600.0;764.0;0.0;-22.97254196465915;-43.18729141687747
Copacabana;4;1;0;210;5500.0;2890.0;395.0;-22.975226511123275;-43.182087570634835
Grajaú;1;1;0;58;1100.0;670.0;360.0;-22.92304458801784;-43.26075282248784
Grajaú;2;1;0;60;1500.0;407.0;47.0;-22.924202355840528;-43.26714263354427
Humaitá;3;1;1;160;3300.0;1125.0;230.0;-22.950727381667495;-43.20108638302699
Taquara;2;1;0;50;1000.0;400.0;135.0;-22.919973013452303;-43.38571128245876
Recreio dos Bandeirantes;3;1;1;92;2000.0;675.0;1100.0;-23.018799690131136;-43.463973790858745
Ipanema;2;1;0;86;5500.0;2000.0;0.0;-22.98460667746105;-43.204079480926886
Copacabana;1;1;0;47;2500.0;900.0;500.0;-22.9726894490154;-43.18171086770369
Barra da Tijuca;2;1;1;63;2800.0;1320.0;145.0;-23.000548072380273;-43.36212769311873
Recreio dos Bandeirantes;2;1;1;72;1600.0;700.0;55.0;-23.02276604355484;-43.46116135124195
Recreio dos Bandeirantes;3;2;1;144;2791.0;1582.0;2580.0;-23.01798491806876;-43.46299583945368
Copacabana;4;1;2;270;10000.0;2620.0;470.0;-22.96785657421627;-43.18757404377486
Copacabana;3;1;1;100;3000.0;1200.0;0.0;-22.972685732403963;-43.180297030331246
Grajaú;3;1;1;125;1900.0;1000.0;190.0;-22.920218991901223;-43.2626926890767
Barra da Tijuca;4;2;2;191;3500.0;1100.0;550.0;-22.998703523044657;-43.36349273624338
Leme;3;1;1;100;4500.0;970.0;165.0;-22.96348249013299;-43.16972882657063
Ipanema;4;3;4;480;37000.0;9500.0;0.0;-22.986271889101168;-43.20542007370892
Ipanema;3;1;1;120;5800.0;1700.0;139.0;-22.983845838839496;-43.20255138416527
Barra da Tijuca;3;2;2;189;9500.0;1700.0;0.0;-23.003094926254626;-43.36708442858083
Leme;3;1;1;114;4800.0;1150.0;0.0;-22.9613145740361;-43.171142657750515
Barra da Tijuca;3;1;1;80;2800.0;1350.0;189.0;-22.999150228596562;-43.36830409163822
Gávea;3;0;1;115;2700.0;880.0;178.0;-22.983284211319003;-43.24276787048715
Botafogo;2;1;1;85;3900.0;900.0;0.0;-22.94921158343988;-43.1818514277058
Copacabana;3;1;0;200;6800.0;1700.0;520.0;-22.972940066098708;-43.1844516459036
Recreio dos Bandeirantes;2;2;1;85;2400.0;500.0;0.0;-23.019388620865804;-43.46285275682353
São Cristóvão;2;0;0;62;1200.0;480.0;14.0;-22.903764424386164;-43.21895414347329
Freguesia (Jacarepaguá);2;2;1;144;2400.0;938.0;0.0;-22.938122570762634;-43.342817716276116
Ipanema;3;2;1;170;6300.0;2200.0;495.0;-22.980581502146926;-43.205996357954724
Botafogo;3;1;1;101;5500.0;1100.0;0.0;-22.951867613223463;-43.184106483261125
Copacabana;2;0;1;70;4100.0;710.0;30.0;-22.975984883891865;-43.18513940092507
Vila Isabel;2;0;0;76;1500.0;250.0;47.0;-22.92070706520795;-43.24934285726501
Botafogo;1;0;0;33;1350.0;480.0;60.0;-22.948540551396558;-43.18874889609984
Barra da Tijuca;1;1;1;65;6000.0;1180.0;3000.0;-22.998391480534135;-43.36849612190379
Tijuca;2;0;0;60;1700.0;487.0;49.0;-22.926233748909112;-43.23147695903788
Leblon;3;1;1;150;8500.0;2055.0;399.0;-22.987084208441264;-43.226342971405664
Copacabana;1;0;0;45;1700.0;470.0;58.0;-22.973858807682863;-43.180968925753916
Ipanema;3;2;1;140;6300.0;2200.0;387.0;-22.984122488896805;-43.19990558860272
Humaitá;3;0;0;103;3500.0;840.0;175.0;-22.95615953163197;-43.19637608103002
Barra da Tijuca;4;3;4;233;11000.0;3200.0;500.0;-23.003692617071557;-43.36415480406446
Ipanema;3;2;2;260;40000.0;6147.0;978.0;-22.981791443544537;-43.20239325208502
Leblon;3;1;0;100;4600.0;1153.0;302.0;-22.981891083005554;-43.22638649185106
Copacabana;3;0;0;110;3500.0;650.0;0.0;-22.969819729198658;-43.18497215453178
Laranjeiras;3;0;0;80;1800.0;980.0;103.0;-22.938340117601904;-43.19058059960846
Ipanema;3;2;1;130;5000.0;2107.0;402.0;-22.986610119953774;-43.200862933296
Vista Alegre;2;0;0;60;880.0;100.0;0.0;-22.832827032896166;-43.311898594460295
Copacabana;3;1;0;110;3300.0;794.0;0.0;-22.96981018293177;-43.181137374777556
Barra da Tijuca;3;2;2;130;5700.0;800.0;450.0;-22.99978265812683;-43.366416654926795
Flamengo;3;2;1;98;3000.0;805.0;179.0;-22.936472207747915;-43.173275549959676
Copacabana;2;2;1;105;5000.0;1000.0;0.0;-22.970392873147986;-43.181895768960956
Copacabana;2;1;0;79;2600.0;737.0;187.0;-22.96880369873851;-43.18829628797463
Cachambi;2;1;1;62;1300.0;650.0;126.0;-22.891564770121455;-43.27585937507931
Largo do Machado;1;0;0;40;1300.0;335.0;0.0;-22.932500882539355;-43.17999168802652
Gávea;2;1;1;61;3100.0;891.0;198.0;-22.977021872330916;-43.23961642421323
Barra da Tijuca;2;2;2;75;2000.0;1396.0;1340.0;-23.004182342794245;-43.3652367987253
Itanhangá;2;0;0;56;900.0;648.0;27.0;-22.987226503703056;-43.30747298387843
Maracanã;2;1;0;65;1500.0;747.0;70.0;-22.91047192772744;-43.22721243529803
Gávea;2;1;0;65;3500.0;713.0;0.0;-22.98489192022671;-43.23584095781725
Barra da Tijuca;2;1;1;85;2500.0;1380.0;0.0;-23.004240078594044;-43.36850726276206
Botafogo;1;1;0;50;2000.0;854.0;240.0;-22.950575484039412;-43.18507264474348
Gávea;3;1;0;86;3300.0;1050.0;0.0;-22.98483499024296;-43.235400272440884
Copacabana;2;1;1;85;2950.0;620.0;159.0;-22.975602227269462;-43.18726776252035
Tijuca;3;1;1;145;2800.0;950.0;154.0;-22.92739645711273;-43.23411698165364
Senador Vasconcelos;2;1;0;56;650.0;260.0;0.0;-22.895604718370535;-43.52503638999546
Copacabana;2;1;0;130;4500.0;1150.0;270.0;-22.968979461927113;-43.18476624002141
Leblon;4;1;1;182;9500.0;3150.0;630.0;-22.983966457125142;-43.22126120213384
Ipanema;4;1;1;205;23000.0;2840.0;0.0;-22.987954821544253;-43.20390674783427
Tijuca;2;0;0;80;1400.0;850.0;0.0;-22.928138797269416;-43.23574754694115
Recreio dos Bandeirantes;2;1;1;70;1600.0;960.0;0.0;-23.019374083975993;-43.46561093626956
Barra da Tijuca;4;3;2;480;8500.0;2500.0;0.0;-22.99539613360282;-43.36362318035655
São Conrado;2;1;1;100;2800.0;755.0;0.0;-22.988476761384184;-43.263294272406995
Jardim Botânico;1;0;1;45;2200.0;650.0;0.0;-22.960560712769063;-43.22486609359451
Tijuca;3;1;0;96;1750.0;950.0;118.0;-22.924314626772034;-43.234176739629355
Botafogo;3;1;1;87;3200.0;1038.0;176.0;-22.948614421871856;-43.1826227237638
Ipanema;2;1;1;90;7000.0;2800.0;280.0;-22.98232381597681;-43.20202543195437
Recreio dos Bandeirantes;2;1;1;70;1800.0;650.0;80.0;-23.01528127500988;-43.461364092628074
Ipanema;5;1;2;374;16000.0;3972.0;1309.0;-22.982901273336566;-43.20041307892957
Centro;2;0;0;70;1200.0;700.0;50.0;-22.280609216710737;-42.53502391451842
Campo Grande;3;1;0;50;1100.0;300.0;0.0;-22.901727225516655;-43.55841987461309
Copacabana;2;0;1;75;2600.0;620.0;180.0;-22.974810729323302;-43.18475088652261
Copacabana;3;1;0;92;3900.0;1064.0;140.0;-22.96910704909541;-43.180560175323734
Copacabana;4;2;2;389;12400.0;4133.0;11536.0;-22.970556811734333;-43.18467631972013
Ipanema;2;0;0;56;2900.0;954.0;168.0;-22.986918720573527;-43.20636820235795
Barra da Tijuca;3;2;1;117;3000.0;17966.0;2765.0;-22.997565417517084;-43.369554549419846
Freguesia (Jacarepaguá);2;1;0;59;1400.0;390.0;40.0;-22.940469770769358;-43.34301627863324
Barra da Tijuca;2;2;2;110;3991.0;1560.0;2800.0;-22.999954974409096;-43.361753306114004
Barra da Tijuca;3;1;1;82;2300.0;850.0;140.0;-23.00163007430141;-43.365655966747156
Copacabana;3;0;1;120;3000.0;820.0;150.0;-22.97046618023643;-43.18021063687994
São Conrado;3;3;3;270;22000.0;2800.0;1300.0;-22.987227377270155;-43.26879573397452
Recreio dos Bandeirantes;2;1;1;91;1700.0;1020.0;182.0;-23.018578422772784;-43.462648068186915
Vila Isabel;1;0;0;35;1100.0;455.0;0.0;-22.915190003065124;-43.24959671371364
Barra da Tijuca;3;1;1;92;2800.0;1200.0;0.0;-23.000719697016024;-43.3627148580146
Barra da Tijuca;2;1;1;75;2500.0;2265.0;511.0;-22.9979615256683;-43.36689532178869
Méier;3;2;1;80;1600.0;1300.0;850.0;-22.905263977447632;-43.278404988797966
Recreio dos Bandeirantes;2;2;1;80;2500.0;1700.0;262.0;-23.019263031783485;-43.46580647993595
Recreio dos Bandeirantes;3;4;3;194;3000.0;1183.0;498.0;-23.019191603395036;-43.4643833324675
Ipanema;2;0;2;85;4500.0;1300.0;161.0;-22.98820396407022;-43.19963536274946
Copacabana;4;1;4;387;18000.0;2700.0;1000.0;-22.972360259480705;-43.18093591811502
Praça Seca;1;1;0;46;700.0;300.0;107.0;-22.898684218242796;-43.353858377275806
Ipanema;3;1;1;80;4500.0;1500.0;239.0;-22.988356523204033;-43.20662486716281
Laranjeiras;2;0;0;95;2100.0;766.0;0.0;-22.936092445871143;-43.18364131350237
Barra da Tijuca;4;2;1;160;6000.0;1620.0;530.0;-22.9984344191101;-43.36798606269432
Recreio dos Bandeirantes;4;3;1;180;4000.0;800.0;350.0;-23.01497611123903;-43.461861271173376
Lagoa;3;1;1;151;8000.0;1850.0;850.0;-22.961386911837028;-43.19890840826909
Recreio dos Bandeirantes;2;1;1;49;1800.0;650.0;0.0;-23.022631413828726;-43.461186948890905
Barra da Tijuca;5;4;5;580;20000.0;4600.0;1100.0;-22.99607687408193;-43.36661179113117
Barra da Tijuca;2;1;0;66;3000.0;1550.0;380.0;-22.995575231273154;-43.36377790247706
Barra da Tijuca;1;1;0;67;1850.0;900.0;232.0;-23.000029236032585;-43.36862783815298
Botafogo;1;0;1;45;1600.0;270.0;77.0;-22.94950201258856;-43.18439182053386
Jardim Guanabara;1;1;0;44;1100.0;230.0;48.0;-22.814844063647623;-43.19966680290568
Copacabana;2;0;0;80;3000.0;697.0;117.0;-22.96763821682816;-43.18816472202091
Ipanema;3;1;1;170;21000.0;2300.0;400.0;-22.985235971034644;-43.20050824722722
Recreio dos Bandeirantes;3;2;1;85;1200.0;860.0;0.0;-23.015312543853696;-43.46535128868021
Barra da Tijuca;2;2;1;105;6000.0;1900.0;270.0;-22.999711549408094;-43.365072311059826
Humaitá;3;1;0;110;3800.0;1286.0;220.0;-22.956001793264175;-43.20180945651464
Barra da Tijuca;4;2;1;141;9000.0;1452.0;687.0;-22.997884378448767;-43.366305695465726
Leme;3;1;2;200;12000.0;1800.0;530.0;-22.962688381067625;-43.16519895393936
Ipanema;2;0;0;70;3500.0;300.0;0.0;-22.987890808061355;-43.2064552332198
Lagoa;4;3;1;200;7000.0;2000.0;586.0;-22.96106252677247;-43.20105528084721
Botafogo;2;1;1;78;5500.0;800.0;149.0;-22.95284279697601;-43.186987734455045
Pechincha;2;0;0;60;800.0;240.0;0.0;-22.927015118019252;-43.356463972022034
Barra da Tijuca;3;2;1;110;4500.0;2600.0;600.0;-23.001186780308753;-43.364396388132846
Tijuca;2;0;0;60;900.0;456.0;20.0;-22.922798459001815;-43.234860566494255
Botafogo;1;0;0;35;1700.0;620.0;25.0;-22.94892932819522;-43.18798182832598
Freguesia (Jacarepaguá);3;1;1;82;1800.0;984.0;116.0;-22.94288483870091;-43.339193652809584
Copacabana;1;0;0;36;1800.0;605.0;68.0;-22.969610531718626;-43.182702297490124
Freguesia (Jacarepaguá);3;2;2;118;2900.0;1283.0;214.0;-22.94266353103396;-43.34424497320376
Barra da Tijuca;2;1;0;60;1400.0;750.0;112.0;-23.000695041434447;-43.36905596120906
Tijuca;3;2;0;108;2000.0;1000.0;0.0;-22.92098965978845;-43.2347452178212
Laranjeiras;3;0;0;120;3000.0;440.0;0.0;-22.93301109394983;-43.18792279269694
Barra da Tijuca;2;2;1;100;3000.0;1400.0;0.0;-23.00085169538966;-43.370276634986745
Bonsucesso;2;0;0;80;1500.0;440.0;0.0;-22.866185929184596;-43.2528215728935
Maracanã;1;1;0;62;1500.0;688.0;53.0;-22.910731153708248;-43.23277882144841
Barra da Tijuca;3;0;1;130;5800.0;1800.0;0.0;-22.999056049409766;-43.36996048794214
Leme;2;1;0;84;2600.0;783.0;0.0;-22.95785728979073;-43.170245238275534
Laranjeiras;2;1;0;75;2200.0;579.0;0.0;-22.9318387180132;-43.18585080275302
Barra da Tijuca;2;1;2;95;3500.0;1390.0;2600.0;-22.999511494833815;-43.36846439964619
Laranjeiras;3;0;0;130;2600.0;730.0;0.0;-22.93765250227462;-43.18371956317654
Copacabana;3;0;2;130;8500.0;695.0;100.0;-22.973557310490104;-43.183616414327
Leblon;2;1;2;80;5500.0;1275.0;210.0;-22.979364048628774;-43.229205177306476
Freguesia (Jacarepaguá);2;1;1;71;1800.0;650.0;100.0;-22.942257043018092;-43.34570044574355
Barra da Tijuca;4;4;4;364;15000.0;6100.0;20300.0;-22.998683124783206;-43.36400083396303
Méier;3;0;0;75;1000.0;210.0;15.0;-22.902596035330234;-43.27966830910729
Recreio dos Bandeirantes;3;2;1;100;2500.0;1200.0;100.0;-23.022610737811227;-43.46708204330225
Barra da Tijuca;2;2;0;70;1900.0;1400.0;0.0;-22.996572119341906;-43.36366003882697
Recreio dos Bandeirantes;3;4;1;218;3300.0;987.0;5160.0;-23.021582482931073;-43.46660807325341
Copacabana;2;0;0;84;2300.0;1050.0;117.0;-22.97560513603005;-43.186785089171316
Barra da Tijuca;2;1;1;77;2000.0;966.0;0.0;-23.00328441608188;-43.36729021661217
Barra da Tijuca;1;1;0;60;2700.0;1580.0;350.0;-22.995832294819483;-43.36554538592331
Ipanema;2;1;2;92;7500.0;3500.0;1000.0;-22.984167982941393;-43.20623623063179
Lagoa;2;1;1;76;3500.0;750.0;207.0;-22.960126616467676;-43.19896856729214
Recreio dos Bandeirantes;3;2;2;200;3000.0;815.0;3500.0;-23.0141831444334;-43.46296907017718
Copacabana;3;2;1;350;14000.0;1542.0;402.0;-22.969197000651185;-43.17981579573005
Península;4;2;2;137;5100.0;2060.0;281.0;-22.98816047652863;-43.35534678165106
Freguesia (Jacarepaguá);2;1;1;84;1800.0;700.0;1080.0;-22.94326034532635;-43.34069347305079
Copacabana;3;2;1;250;5500.0;1980.0;400.0;-22.968375851215015;-43.18027988816074
Cachambi;1;1;0;64;900.0;600.0;0.0;-22.892706818369366;-43.27554092212911
Lagoa;3;2;1;110;5500.0;1600.0;516.0;-22.95893354433958;-43.20502226299416
Ipanema;3;1;1;140;7200.0;2900.0;863.0;-22.98165337513305;-43.202602991372686
Recreio dos Bandeirantes;4;0;2;380;4000.0;1100.0;0.0;-23.019234594593875;-43.460362753258316
Copacabana;2;0;0;72;2000.0;725.0;0.0;-22.975894670877715;-43.187020155550144
Ipanema;4;2;1;175;13000.0;2717.0;1298.0;-22.982948567378486;-43.2030829983461
Praça Seca;2;1;1;66;950.0;640.0;74.0;-22.902731835955173;-43.35708881744027
Cachambi;2;0;0;60;900.0;130.0;14.0;-22.88665158332474;-43.27311170846714
Copacabana;2;0;0;73;2500.0;730.0;0.0;-22.975818064749973;-43.184751033936905
Tijuca;1;0;0;40;900.0;640.0;21.0;-22.922364932451277;-43.23572519302747
Freguesia (Jacarepaguá);2;1;1;90;1500.0;300.0;82.0;-22.93993110029001;-43.33985388064617
Barra da Tijuca;1;1;0;57;1200.0;1512.0;280.0;-22.996674285803334;-43.369855000154296
Flamengo;3;2;1;170;6000.0;1450.0;563.0;-22.930172142390596;-43.17620546880833
Urca;1;0;0;45;1700.0;250.0;75.0;-22.955683567068746;-43.16904395554761
Barra da Tijuca;3;2;1;220;6000.0;3300.0;650.0;-22.997951868465286;-43.3650195235703
Leblon;3;2;1;180;9500.0;2800.0;612.0;-22.98456213948774;-43.223525147770104
Urca;2;1;2;92;3500.0;552.0;200.0;-22.949674162224944;-43.169159882022896
Recreio dos Bandeirantes;3;1;0;81;1700.0;639.0;198.0;-23.017851083045336;-43.4616305617033
Copacabana;1;1;0;69;2700.0;836.0;166.0;-22.97467639014356;-43.183567405596904
Lagoa;2;1;1;100;2900.0;1449.0;420.0;-22.964693345519024;-43.198906634522174
Barra da Tijuca;3;2;3;160;4500.0;1500.0;180.0;-23.000302766313414;-43.36731182096515
Tijuca;2;0;0;80;1400.0;850.0;0.0;-22.926660296006673;-43.23276476324384
Barra da Tijuca;4;3;2;160;5799.0;2300.0;330.0;-23.002429665320605;-43.36537778630139
Leblon;2;2;2;140;6000.0;1800.0;420.0;-22.986501993761628;-43.2239611513095
Copacabana;1;0;0;45;1700.0;505.0;67.0;-22.969149460332954;-43.18546201797795
Copacabana;3;0;2;120;6000.0;977.0;234.0;-22.969195950038447;-43.185489099032075
Barra da Tijuca;2;2;1;105;6000.0;2450.0;2070.0;-23.0025097376856;-43.362473609269024
Botafogo;3;2;1;157;4400.0;1950.0;360.0;-22.950770628481887;-43.18787900870572
Barra da Tijuca;2;1;1;82;2300.0;1260.0;265.0;-22.998578359031473;-43.36465605542788
